Id,FirstName,LastName,Email,Phone,Title,AccountId,LeadSource,Lead_Stage__c,HasOptedOutOfEmail,DoNotCall,OwnerId,Owner_Name,CreatedDate,LastModifiedDate,LastActivityDate,consent_basis,region,duplicate_key,confidence
003e9k8XA1wJ6glkhd,David,Wong,david.wong@pacific.com,60106719576,VP Finance,001B6ICJ1JKEWzvaOw,Referral,MQL,FALSE,FALSE,005AE4,Priya Nair,6/7/2026,7/4/2026,6/28/2026,consent,IN,davidwong@pacific.com,0.77
003ryQh3bTdq6LQYbo,Priya,Lee,priya.lee@kirana.com,60166650994,VP Finance,001hkNKWNDARWM6kP2,Web,MQL,FALSE,FALSE,005AE1,Mei Chen,7/11/2026,7/8/2026,6/28/2026,consent,IN,priyalee@kirana.com,0.93
003KwxB8E03xN4A7DW,Grace,Musa,grace.musa@highland.com,60140487199,Analyst,001uOiJaJkJat7CrhI,Referral,Open,FALSE,FALSE,005AE2,Arjun Prakash,6/26/2026,7/4/2026,6/15/2026,opt_in,IN,gracemusa@highland.com,0.92
003W4dZ2v2dIiMtvbC,Devi,GOPAL,devi.gopal@straits.com,60192815941,Procurement Lead,001nW98aLpiWzUMZtE,Content,Customer,FALSE,FALSE,005AE2,Arjun Prakash,6/15/2026,7/4/2026,7/9/2026,consent,IN,devigopal@straits.com,0.62
003dSq7BAsMzOeip2s,Lena,Fernandez,lena.fernandez@bharat.com,60192776015,GM,001zeskKCwlSjzF33C,Trade Show,Customer,FALSE,FALSE,005AE2,Arjun Prakash,6/30/2026,7/8/2026,6/27/2026,consent,IN,lenafernandez@bharat.com,0.79
003jMshgsPBmPSiYoR,Marcus,Prakash,marcus.prakash@sunrise.com,60196512770,GM,0014QNOMWOjv9qdb2V,Web,Opportunity,FALSE,FALSE,005AE2,Arjun Prakash,6/9/2026,7/7/2026,7/15/2026,opt_in,SG,marcusprakash@sunrise.com,0.81
003dZdQIjfayO82saK,Mei,Aziz,mei.aziz@everbright.com,60182309424,GM,001XVPrG5zoRw6R4bE,Webinar,Open,FALSE,FALSE,005AE2,Arjun Prakash,6/13/2026,7/12/2026,7/6/2026,soft_opt_in,ID,meiaziz@everbright.com,0.56
003rH1ESExnO8SEB8M,Zara,TEO,zara.teo@klang.com,60120339140,Head of Ops,001o1u7ckTr414cYaE,Webinar,SQL,FALSE,FALSE,005AE4,Priya Nair,7/13/2026,7/8/2026,6/29/2026,soft_opt_in,TH,zarateo@klang.com,0.94
003H691WGD0xx81PYU,Sarah,Chen,sarah.chen@klang.com,60195369653,GM,001nW98aLpiWzUMZtE,Referral,SQL,FALSE,TRUE,005AE3,Wei Ho,6/27/2026,7/4/2026,6/22/2026,opt_in,IN,sarahchen@klang.com,0.66
003vriF5P63luchp9A,David,Ong,david.ong@bharat.com,60114011706,Procurement Lead,001B6ICJ1JKEWzvaOw,Content,Customer,FALSE,FALSE,005AE1,Mei Chen,6/23/2026,7/4/2026,6/30/2026,consent,IN,davidong@bharat.com,0.94
003leygdPNcc2Vk7xE,Uma,Abdullah,uma.abdullah@kirana.com,60118615243,Analyst,001o1u7ckTr414cYaE,Webinar,Open,FALSE,FALSE,005AE4,Priya Nair,6/27/2026,7/14/2026,6/18/2026,opt_in,TH,umaabdullah@kirana.com,
003ZkusvoPfOIK6mIQ,Grace,Nair,grace.nair@summit.com,60117115100,VP Finance,0016ghtzFH0UgGkUkH,Trade Show,Open,FALSE,FALSE,005AE4,Priya Nair,7/10/2026,7/4/2026,6/30/2026,opt_in,IN,gracenair@summit.com,0.91
003wAMwg4RQ8qP1a9q,Ismail,LEE,ismail.lee@everbright.com,60146588168,Founder,001B6ICJ1JKEWzvaOw,Web,Open,FALSE,FALSE,005AE1,Mei Chen,6/7/2026,7/13/2026,7/15/2026,consent,IN,ismaillee@everbright.com,0.61
003NbW3VTYMpvA4aBs,Rajesh,GOPAL,rajesh.gopal@lumina.com,60185090309,GM,001DqPOAEhtUaG5zpX,Pricing Page,Open,FALSE,FALSE,005AE2,Arjun Prakash,6/28/2026,7/7/2026,6/17/2026,consent,IN,rajeshgopal@lumina.com,
003gF41vvjhfxjw0U8,Mei,Tan,mei.tan@bharat.com,60102738191,Head of Ops,0018pb10cLQ0vkB1eE,Content,MQL,FALSE,FALSE,005AE3,Wei Ho,6/20/2026,7/4/2026,7/4/2026,opt_in,ID,meitan@bharat.com,0.67
003tT8Vs3kvf9rHxYC,Grace,Ong,grace.ong@lumina.com,60180110433,Founder,0018pb10cLQ0vkB1eE,Pricing Page,Customer,FALSE,FALSE,005AE4,Priya Nair,6/30/2026,7/7/2026,7/6/2026,opt_in,ID,graceong@lumina.com,0.97
003ZK2gvUf2lM18iVu,Hakim,Nair ,hakim.nair@highland.com,60109488413,Procurement Lead,001czRhV7L6PwXABeP,Trade Show,Open,FALSE,FALSE,005AE3,Wei Ho,6/29/2026,7/8/2026,6/23/2026,opt_in,ID,hakimnair@highland.com,
003eIvTudh5zlU4HXL,Wei,Ncube ,wei.ncube@meridian.com,60131375487,Procurement Lead,001yjb50XlJAdc7p3L,Trade Show,MQL,FALSE,FALSE,005AE4,Priya Nair,6/22/2026,7/11/2026,7/6/2026,opt_in,IN,weincube@meridian.com,0.99
003IjuSOVRQxDaKXAi,Faizal,Ng,faizal.ng@klang.com,60159941646,Founder,001jJI14UZmcqlVw5M,Content,SQL,FALSE,FALSE,005AE2,Arjun Prakash,6/24/2026,7/13/2026,6/15/2026,soft_opt_in,SG,faizalng@klang.com,0.74
0038wJblx0jvHUPrrm,James,Ong,james.ong@highland.com,60123233247,Head of Ops,001PCJEf1Lir6msChM,Referral,Open,FALSE,FALSE,005AE2,Arjun Prakash,6/21/2026,7/7/2026,7/2/2026,soft_opt_in,SG,jamesong@highland.com,0.6
003csV01zyIh9dzIjt,Ismail,Wong,ismail.wong@everbright.com,60171342943,Head of Ops,001KLFqZmwWENh8l4n,Trade Show,Opportunity,FALSE,FALSE,005AE3,Wei Ho,6/7/2026,7/14/2026,7/14/2026,opt_in,TH,ismailwong@everbright.com,0.58
003mk7P8B7O8Tk4M38,Lakshmi,Goh,lakshmi.goh@orion.com,60138465226,Procurement Lead,001QHFjSNhc5jCeo0R,Trade Show,Open,FALSE,FALSE,005AE1,Mei Chen,7/6/2026,7/6/2026,6/27/2026,opt_in,SG,lakshmigoh@orion.com,0.81
003eT3bm80Ft6JCQiR,Tariq,Ho,tariq.ho@lumina.com,60181324517,Founder,0014QNOMWOjv9qdb2V,Content,Open,FALSE,FALSE,005AE1,Mei Chen,6/20/2026,7/13/2026,6/25/2026,opt_in,SG,tariqho@lumina.com,0.81
003yDzRUt7uV8voYAZ,David,Yeoh,david.yeoh@orion.com,60181724437,GM,001zFBTL4HjeE6O3X5,Content,Open,FALSE,FALSE,005AE2,Arjun Prakash,7/12/2026,7/11/2026,6/18/2026,opt_in,ID,davidyeoh@orion.com,0.58
003q3eY8n5JUh6hn5e,Devi,Musa,devi.musa@lumina.com,60103828640,,001zFBTL4HjeE6O3X5,Webinar,MQL,FALSE,FALSE,005AE4,Priya Nair,4/7/2026,7/10/2026,6/16/2026,opt_in,ID,devimusa@lumina.com,0.65
003hOr4Bn7fPJRbmni,Hakim,Fernandez,hakim.fernandez@brightwave.com,60136550004,GM,001emnneWwt2WsopvX,Webinar,Open,FALSE,FALSE,005AE1,Mei Chen,6/5/2026,7/10/2026,6/23/2026,consent,IN,hakimfernandez@brightwave.com,0.93
003S1oCTn59LBikBrV,Kumar,Lee,kumar.lee@klang.com,60174312276,VP Finance,001zJ1DMIY5suKOMgP,Pricing Page,Customer,FALSE,FALSE,005AE4,Priya Nair,7/5/2026,7/12/2026,7/6/2026,opt_in,ID,kumarlee@klang.com,0.78
003XjfTttKxf4gKMZs,James,Krishnan,james.krishnan@northgate.com,60140162438,,001jJI14UZmcqlVw5M,Pricing Page,MQL,FALSE,FALSE,005AE3,Wei Ho,6/16/2026,7/6/2026,6/26/2026,soft_opt_in,SG,jameskrishnan@northgate.com,0.84
003BdQsRYOo6hA2DJ5,Marcus,NG,marcus.ng@bharat.com,60112510984,GM,0017Sqr0O072IojSHD,Referral,Open,FALSE,FALSE,005AE1,Mei Chen,6/20/2026,7/13/2026,6/16/2026,opt_in,TH,marcusng@bharat.com,0.79
003RQDw0pATMEdNb62,Ismail,Chua Bhd,ismail.chua@kirana.com,60176717892,Founder,001wjlpFhmyYbEU2tD,Trade Show,MQL,FALSE,FALSE,005AE2,Arjun Prakash,7/11/2026,7/12/2026,6/15/2026,soft_opt_in,ID,ismailchua@kirana.com,0.66
003VfCyg8Ht0V7Fj77,Kevin,DAS,kevin.das@andaman.com,60174853604,,001BxXdFCOmhaNf0ez,Pricing Page,Open,FALSE,FALSE,005AE2,Arjun Prakash,7/5/2026,7/4/2026,7/10/2026,soft_opt_in,TH,kevindas@andaman.com,0.91
003BxVSPC7Aw39rK30,Hakim,Cheng,hakim.cheng@lumina.com,60135642291,,001zFBTL4HjeE6O3X5,Pricing Page,Open,FALSE,FALSE,005AE2,Arjun Prakash,7/11/2026,7/9/2026,7/12/2026,opt_in,ID,hakimcheng@lumina.com,0.59
00339p4BY9ZPVCzAqd,Priya,WONG,priya.wong@lumina.com,60136612908,Analyst,001QHFjSNhc5jCeo0R,Content,Opportunity,FALSE,FALSE,005AE4,Priya Nair,7/10/2026,7/9/2026,6/20/2026,soft_opt_in,SG,priyawong@lumina.com,0.71
003izy5NooKvoisrui,Kumar,Tan,kumar.tan@northern.com,60133722535,Founder,001bnKtBrKYKSSBpwN,Content,MQL,FALSE,FALSE,005AE2,Arjun Prakash,6/18/2026,7/8/2026,7/6/2026,opt_in,ID,kumartan@northern.com,0.76
003DeR8iFO83c2NXXK,Uma,Chua,uma.chua@cendana.com,60113166416,IT Manager,001czRhV7L6PwXABeP,Pricing Page,MQL,FALSE,FALSE,005AE3,Wei Ho,7/9/2026,7/12/2026,7/11/2026,opt_in,ID,umachua@cendana.com,0.85
003yOl7wn3BUy2uQA4,Hakim,Gopal,hakim.gopal@klang.com,60153223065,IT Manager,001uOiJaJkJat7CrhI,Trade Show,Customer,FALSE,FALSE,005AE2,Arjun Prakash,7/14/2026,7/6/2026,6/20/2026,consent,IN,hakimgopal@klang.com,0.58
003U9ntar9qHDO0O2g,Siti,Loo,siti.loo@brightwave.com,60133819588,Analyst,001qq3TNBjJ3KzyUi2,Referral,MQL,FALSE,FALSE,005AE1,Mei Chen,6/6/2026,7/9/2026,7/11/2026,soft_opt_in,MY,sitiloo@brightwave.com,0.9
003w7ukqUuHpdv3kzS,Omar,Kumar ,omar.kumar@meridian.com,60173729870,Procurement Lead,001Y3LBbuJoB9K6hD6,Webinar,Customer,FALSE,FALSE,005AE4,Priya Nair,7/8/2026,7/8/2026,7/13/2026,opt_in,TH,omarkumar@meridian.com,0.66
003D0NqqfNWcV6vKmA,David,Iyer,david.iyer@lotus.com,60149970559,GM,001aKq9OAkFDAazLrZ,Referral,Open,FALSE,FALSE,005AE2,Arjun Prakash,7/5/2026,7/8/2026,6/15/2026,opt_in,SG,davidiyer@lotus.com,0.79
003HYUk5qeCLEy84w3,Ismail,Aziz,ismail.aziz@sabah.com,60131701657,VP Finance,001nW98aLpiWzUMZtE,Referral,SQL,FALSE,FALSE,005AE4,Priya Nair,7/6/2026,7/9/2026,7/7/2026,consent,IN,ismailaziz@sabah.com,0.74
003Igq6SQZ3mRXtF30,David,Krishnan,david.krishnan@orion.com,60128560339,,001jJI14UZmcqlVw5M,Referral,MQL,FALSE,FALSE,005AE1,Mei Chen,6/26/2026,7/14/2026,7/15/2026,soft_opt_in,SG,davidkrishnan@orion.com,0.75
003QlEpPry7qGIEmHs,Mei,Teo ,mei.teo@everbright.com,60116725077,VP Finance,001o1u7ckTr414cYaE,Webinar,Opportunity,FALSE,FALSE,005AE3,Wei Ho,6/8/2026,7/11/2026,6/21/2026,opt_in,TH,meiteo@everbright.com,0.74
003U37E6Sw582fZHHC,Faizal,Hassan,faizal.hassan@straits.com,60159153082,Analyst,001ZMszSLB72NFP6ir,Pricing Page,Opportunity,FALSE,FALSE,005AE2,Arjun Prakash,6/23/2026,7/6/2026,7/9/2026,opt_in,SG,faizalhassan@straits.com,0.57
